INSTNM,STABBR,CONTROL,PREDDEG,COSTT4_A,NPT4_PUB,NPT4_PRIV,MD_EARN_WNE_P10,GRAD_DEBT_MDN,C150_4,UGDS
AMG School of Nursing,NY,3,1,,,33363.0,,14167,,570.0
Saint Michael College of Allied Health,DC,3,1,45405.0,,39699.0,,17713,,123.0
Presidio Graduate School,CA,2,4,,,,,PS,,
Sandra Academy of Salon Services,TN,3,1,,,7494.0,,9833,,73.0
California Jazz Conservatory,CA,2,3,,,,,PS,0.5,20.0
California Barber and Beauty College,CA,3,1,,,10032.0,,PS,,61.0
Laredo CHI Academy Beauty School,TX,3,1,,,9674.0,,PS,,56.0
Florida International Training Institute,FL,3,1,,,53875.0,,3077,,695.0
Gould's Academy,TN,3,1,,,11205.0,,7767,,164.0
Aviation Institute of Maintenance-Fremont,CA,3,1,29407.0,,25273.0,,31786,,256.0
Paul Mitchell the School-Tulsa,OK,3,1,,,20064.0,,10150,,249.0
PPG Technical College,PR,3,1,13587.0,,5819.0,,PS,,194.0
Academy of Professional Cosmetology,AR,3,1,,,19083.0,,5500,,171.0
Empire Beauty School-Northlake,GA,3,1,,,15771.0,24407.0,13583,,117.0
Ross Medical Education Center-Huntsville,AL,3,1,,,21041.0,30060.0,9500,,109.0
Ross Medical Education Center-Knoxville,TN,3,1,,,22028.0,30072.0,9500,,75.0
Ross Medical Education Center-Muncie,IN,3,1,,,21127.0,29898.0,9500,,54.0
Cortiva Institute-Arlington,TX,3,1,,,33971.0,29204.0,7521,,90.0
Tulsa Welding School-Houston,TX,3,1,,,32907.0,41067.0,9500,,1799.0
Pima Medical Institute-El Paso,TX,3,1,,,23746.0,38673.0,9500,,667.0
Pima Medical Institute-Phoenix,AZ,3,1,,,6939.0,,8521,,830.0
Kennesaw State University,GA,1,3,24618.0,16972.0,,57552.0,23833,0.4806,39503.0
Entourage Institute of Beauty and Esthetics,NE,3,1,,,16906.0,,9955,,49.0
Eastern Suffolk BOCES,NY,1,1,,7999.0,,63394.0,9500,,9.0
Eastern Suffolk BOCES,NY,1,1,,8762.0,,63394.0,9500,,31.0
Milligan University,TN,2,3,49850.0,,21131.0,46641.0,25219,0.6029,783.0
Chamberlain University-Nevada,NV,3,3,44446.0,,40925.0,92405.0,20919,0.0,573.0
Chamberlain University-Michigan,MI,3,3,27697.0,,26870.0,92405.0,20919,,643.0
Chamberlain University-New Jersey,NJ,3,3,41740.0,,36438.0,92405.0,20919,0.0,1316.0
Paul Mitchell the School-Madison,WI,3,1,,,23365.0,29138.0,10194,,52.0
The University of Tennessee Health Science Center,TN,1,3,,,,66318.0,12500,,376.0
Unitech Training Academy-New Orleans,LA,3,1,,,24599.0,24707.0,8721,,65.0
Wade Gordon Hairdressing Academy-Lubbock,TX,3,1,,,25243.0,,9833,,101.0
Protege Academy,MI,3,1,,,12831.0,19499.0,9833,,33.0
Emory University-Oxford College,GA,2,2,78814.0,,30622.0,80137.0,18250,,973.0
The Chicago School at Xavier University of Louisiana,LA,2,4,,,,56899.0,20000,,
Southern Regional Technical College,GA,1,1,11478.0,1085.0,,31293.0,PS,,2960.0
Texas College of Cosmetology-Lubbock,TX,3,1,,,15675.0,21685.0,6333,,89.0
Fortis College-Cuyahoga Falls,OH,3,1,32568.0,,26023.0,34509.0,13000,,489.0
Jones Technical Institute,FL,2,2,26274.0,,20833.0,24576.0,10294,,522.0
Texas State Technical College,TX,1,2,20011.0,10280.0,,38916.0,9500,,9153.0
Aveda Institute Portland-Vancouver Campus,WA,3,1,,,18476.0,33003.0,6826,,130.0
Arizona College of Nursing-Las Vegas,NV,3,3,36044.0,,32603.0,34657.0,9500,0.75,1185.0
Florida Career College-Pembroke Pines,FL,3,1,,,31813.0,28928.0,9500,,156.0
Florida Career College-West Palm Beach,FL,3,1,,,34536.0,28928.0,9500,,193.0
Florida Career College-Hialeah,FL,3,1,,,34326.0,28928.0,9500,,185.0
Florida Career College-Lauderdale Lakes,FL,3,1,,,35448.0,28928.0,9500,,204.0
Florida Career College-Tampa,FL,3,1,,,35023.0,28928.0,9500,,159.0
Florida Career College-Jacksonville,FL,3,1,,,35212.0,28928.0,9500,,173.0
Florida Career College-Boynton Beach,FL,3,1,,,32348.0,28928.0,9500,,149.0
Florida Career College-Margate,FL,3,1,,,33485.0,28928.0,9500,,130.0
Florida Career College-Orlando,FL,3,1,,,35232.0,28928.0,9500,,153.0
UEI College-Phoenix,AZ,3,1,,,31673.0,31141.0,9500,,1148.0
Florida Career College-Houston,TX,3,1,,,33884.0,28928.0,9500,,264.0
Aveda Institute-Madison,WI,3,1,,,13950.0,31723.0,6333,,85.0
Husson University,ME,2,3,34073.0,,20798.0,45025.0,27000,0.5667,2395.0
Tricoci University of Beauty Culture-Elgin,IL,3,1,,,17863.0,35650.0,7307,,154.0
Concorde Career College-Southaven,MS,3,1,,,22064.0,31599.0,9500,,114.0
Universal Technical Institute-Southern California,CA,3,2,,,24867.0,52873.0,13124,,1447.0
Northwest University-Center for Online and Extended Education,WA,2,3,30923.0,,26734.0,54914.0,20891,0.3077,477.0
Celebrity Barber School,LA,3,1,,,,22002.0,9500,,16.0
California Institute of Advanced Management,CA,2,4,,,,,,,
Academy of Interactive Entertainment,LA,2,2,36693.0,,33319.0,,12000,,113.0
The Temple Annapolis-A Paul Mitchell Partner School,MD,3,1,,,30283.0,27891.0,9833,,221.0
Yeshiva Zichron Aryeh,NY,2,3,,,,,PS,0.0,36.0
Butte County Regional Occupational Program,CA,1,1,,4357.0,,,PS,,41.0
Arclabs,SC,3,1,,,24965.0,,9500,,643.0
Top of the Line Barber College,SC,3,1,,,14486.0,,PS,,60.0
Midfield Institute of Cosmetology,AL,2,1,,,10844.0,,PS,,13.0
American Institute of Alternative Medicine,NJ,3,1,,,,,PS,,32.0
Felbry College,OH,3,2,66505.0,,63922.0,,17000,0.7692,214.0
Regional Center for Border Health,AZ,2,1,,,,,PS,,191.0
Kentucky Horseshoeing School,KY,3,1,,,30111.0,,PS,,24.0
Image Maker Beauty Institute,TN,3,1,,,15296.0,,9833,,64.0
Dalton Institute of Esthetics and Cosmetology,GA,3,1,,,8607.0,,6222,,71.0
CAAN Academy of Nursing,IL,2,1,,,,,12766,,90.0
Martinsburg College,WV,3,1,,,11096.0,,PS,0.7941,3214.0
Alhambra Medical University,CA,3,4,,,,,PS,,35.0
Central Yeshiva Beth Joseph,NY,2,3,,,,,PS,,22.0
Garden State Science and Technology Institute,NJ,3,1,,,24759.0,,9403,,576.0
Barber Tech Academy,SC,3,1,,,20283.0,,PS,,67.0
Abraham Lincoln University,CA,3,3,31720.0,,24825.0,,PS,,49.0
Med College,FL,3,2,69752.0,,65555.0,,23447,,297.0
Sonoran Desert Institute,AZ,3,1,23864.0,,19921.0,,9500,,4763.0
Natural Images Beauty College,TX,3,1,,,20543.0,,7917,,87.0
Textures Institute of Cosmetology,IN,3,1,,,18827.0,,PS,,23.0
Williams Technical College,LA,3,1,,,15577.0,,6333,,99.0
PiBerry Institute,FL,3,1,,,,,9500,,96.0
Ea La Mar's Cosmetology & Barber College,MO,3,1,,,29747.0,,11960,,32.0
Regina Webb Academy,KY,3,1,,,17412.0,,PS,,15.0
DeHart Technical School,CA,3,1,,,25450.0,,8950,,80.0
Medical Career & Technical College,KY,3,1,,,22218.0,,6333,,199.0
Center for Neurosomatic Studies,FL,3,1,,,46680.0,,PS,,23.0
Focus Personal Training Institute,NY,3,1,,,18870.0,,PS,,69.0
Hair Academy School of Barbering & Beauty,DE,3,1,,,16893.0,,PS,,25.0
Fosbre Academy of Hair Design,WA,3,1,,,20039.0,,13000,,86.0
National Personal Training Institute,FL,3,1,,,12583.0,,6333,,43.0
Mission Beauty Institute,TX,3,1,,,3232.0,,PS,,34.0
Elim Bible Institute and College,NY,2,3,19182.0,,9641.0,,10247,0.697,94.0
Beth Medrash of Asbury Park,NJ,2,3,18810.0,,8030.0,,PS,0.0,109.0
Hope College of Arts and Sciences,FL,3,2,,,13949.0,,17229,,71.0
Yeshiva Gedolah Shaarei Shmuel,NJ,2,2,16075.0,,8036.0,,PS,0.6957,132.0
Premier Barber Institute,PA,3,1,,,19904.0,,13583,,83.0
International Beauty Education Center,WA,3,1,,,17500.0,,7746,,111.0
Claremont Lincoln University,CA,2,4,,,,,,,17.0
Phipps Academy of Barbering,IL,3,1,,,11785.0,,9500,,26.0
Hoss Lee Academy,CA,3,1,,,24417.0,,6333,,97.0
Indiana Wellness College,IN,3,1,,,,,7661,,154.0
Kenny's Academy of Barbering,IN,3,1,,,15665.0,,16500,,147.0
Seattle Film Institute,WA,3,3,47496.0,,41429.0,,13000,0.8889,60.0
Arkansas Colleges of Health Education,AR,2,4,,,,,,,
Burrell College of Osteopathic Medicine,NM,3,4,,,,,,,
California College of Music,CA,3,1,25816.0,,18922.0,,,,7.0
California Health Sciences University,CA,3,4,,,,,,,
Christian Culinary Academy,OR,2,1,,,,,,,21.0
Glitz School of Cosmetology,NM,3,1,,,8298.0,,7999,,33.0
Indiana Wesleyan University-National & Global,IN,2,3,22117.0,,16767.0,59986.0,24250,0.3722,5808.0
NationsUniversity,LA,2,1,,,,,,,447.0
Northeast Lakeview College,TX,1,2,11087.0,4582.0,,,PS,,5689.0
Paul Mitchell the School-Jessup,MD,3,1,,,18969.0,35225.0,9500,,125.0
John Patrick University of Health and Applied Sciences,IN,3,3,25028.0,,23304.0,,PS,,289.0
University of Saint Katherine,CA,2,3,48604.0,,33072.0,,21500,0.4348,230.0
Teachers College of San Joaquin,CA,1,1,,,,,,,585.0
U.S. Truck Driver Training School,MI,3,1,,,13223.0,,PS,,265.0
University of the People,CA,2,2,,,,,,0.3674,19276.0
South Dade Technical College-South Dade Skills Center Campus,FL,1,1,,3288.0,,,PS,,205.0
Wongu University of Oriental Medicine,NV,2,4,,,,,,,
Alabama School of Nail Technology & Cosmetology,AL,3,1,,,18819.0,,16500,,102.0
Tulsa Technology Center,OK,1,1,,8411.0,,41793.0,PS,,1284.0
Ross Medical Education Center-Elyria,OH,3,1,,,20586.0,30481.0,9500,,58.0
Ross Medical Education Center-Lafayette,IN,3,1,,,22329.0,33079.0,9500,,77.0
Ross Medical Education Center-Midland,MI,3,1,,,21194.0,29898.0,9500,,36.0
Paul Mitchell the School-Clear Lake,TX,3,1,,,21928.0,27384.0,11336,,129.0
Paul Mitchell the School-Nampa,ID,3,1,,,19777.0,25719.0,10555,,107.0
Academy of Beauty Professionals,WI,3,1,,,,25117.0,6333,,65.0
Academy of Beauty Professionals,WI,3,1,,,,25117.0,6333,,77.0
Academy of Beauty Professionals,WI,3,1,,,,25117.0,6333,,84.0
Kenneth Shuler School of Cosmetology-Goose Creek,SC,3,1,,,15092.0,25088.0,5858,,128.0
Clovis Community College,CA,1,2,17820.0,7118.0,,,PS,,6759.0
Boca Beauty Academy-Parkland,FL,3,1,,,16991.0,,6333,,205.0
American Beauty Academy-West Valley Campus,UT,3,1,,,12398.0,20236.0,10060,,26.0
Caribbean Aviation Training Institute Inc,PR,3,1,15487.0,,10911.0,,PS,,191.0
The College of Health Care Professions-McAllen Campus,TX,3,1,,,24842.0,33070.0,9500,,728.0
Institute of Buddhist Studies,CA,2,4,,,,,,,
Chamberlain University-North Carolina,NC,3,3,27697.0,,21664.0,92405.0,20919,0.0,216.0
Chamberlain University-California,CA,3,3,,,,92405.0,20919,0.0,676.0
Spartan College of Aeronautics and Technology,CA,3,1,,,32884.0,61575.0,20000,,261.0
Purdue University Global,IN,1,1,17994.0,12267.0,,36596.0,26078,0.4762,31502.0
Pima Medical Institute-Dillon,MT,3,1,,,25676.0,30917.0,5500,,21.0
Arthur's Beauty College,AR,3,1,,,12905.0,21470.0,10500,,67.0
West Coast University-Center for Graduate Studies,CA,3,4,,,,102672.0,32946,,
Carolina University,NC,2,3,29965.0,,18866.0,32864.0,20287,0.2923,424.0
National Personal Training Institute-Tampa,FL,3,1,,,13709.0,,6333,,26.0
Presbyterian Theological Seminary in America,CA,2,3,,,,,PS,0.8,38.0
HCI College,FL,3,1,33825.0,,29461.0,,24149,1.0,169.0
America Evangelical University,CA,2,3,26400.0,,24088.0,,PS,1.0,71.0
Gadsden Technical College,FL,1,1,,3866.0,,,PS,,58.0
Virginia University of Integrative Medicine,VA,2,4,,,,,,,
Nashville Film Institute,TN,3,1,,,23818.0,,5500,,33.0
Los Angeles Academy of Figurative Art,CA,3,1,,,,,PS,,4.0
Westcliff University,CA,3,3,35995.0,,26455.0,,23750,0.5978,2037.0
World Class Academy of Beauty Careers,FL,3,1,,,,,9000,,24.0
Allied Health Careers Institute,TN,3,1,,,12114.0,,PS,,47.0
Sacramento Ultrasound Institute,CA,3,1,,,34414.0,,17000,,104.0
Regan Career Institute,CA,3,1,,,,,PS,,51.0
Bolivar Technical College,MO,2,2,,,,,15000,0.0,144.0
MAK Beauty Institute,GA,3,1,,,6239.0,,PS,,9.0
Reformed University,GA,2,3,,,,,PS,0.5,287.0
Mobile Technical Training,NJ,3,1,,,13686.0,,PS,,31.0
American Barber and Beauty Academy,PA,3,1,,,,,11583,,118.0
Master's Barber & Styling College,TN,3,1,,,11352.0,,12500,,26.0
Yeshiva Shaar Ephraim,NY,2,2,20397.0,,3755.0,,PS,0.0811,138.0
California Institute of Arts & Technology,CA,3,1,40465.0,,34183.0,,22209,0.6986,14.0
Elite Cosmetology Barber & Spa Academy,WA,3,1,,,17970.0,,6966,,55.0
Cutting Edge Academy,NJ,3,1,,,30484.0,,9500,,94.0
Yeshiva Bais Aharon,NJ,2,3,,,,,PS,0.0,13.0
Mechon L'hoyroa,NY,2,3,,,,,PS,,124.0
Elyon College,NY,2,2,24772.0,,12833.0,,PS,,25.0
Western Michigan University Homer Stryker M.D. School of Medicine,MI,2,4,,,,,,,
Harmony Health Care Institute,NH,3,1,,,42927.0,,12685,,164.0
American Beauty and Trade School,FL,3,1,,,12603.0,,PS,,80.0
Hogan Institute of Cosmetology and Esthetics,GA,3,1,,,30110.0,,10666,,71.0
J's Barber College,LA,3,1,,,16344.0,,PS,,23.0
Ann Webb Skin Institute,TX,3,1,,,20809.0,,PS,,181.0
Apex Academy Hair Skin Nails School of Cosmetology,OH,3,1,,,14679.0,,PS,,16.0
The Esthetic Institute,VA,3,1,,,20717.0,,PS,,107.0
Massage Institute of Memphis,TN,3,1,,,10795.0,,PS,,20.0
Metro Detroit Barber College,MI,2,1,,,15909.0,,,,30.0
Digital Media Institute,LA,2,1,,,11872.0,,PS,,13.0
Yeshiva Ohr Naftoli,NY,2,2,19280.0,,11537.0,,PS,0.2727,43.0
Bais Medrash Mayan Hatorah,NJ,2,2,18400.0,,11297.0,,PS,0.65,25.0
Allgood Beauty Institute,TX,3,1,,,25195.0,,PS,,20.0
Ray J's College of Hair,LA,3,1,,,10061.0,,14896,,34.0
Manuel and Theresa's School of Hair Design,TX,3,1,,,16076.0,,7924,,4.0
Cincinnati School of Barbering & Hair Design,OH,3,1,,,11747.0,,PS,,48.0
L Makeup Institute,NV,3,1,,,28320.0,,6746,,95.0
Peloton College,TX,3,1,,,16976.0,33559.0,9500,,103.0
Northern Technical College,AR,3,1,,,14605.0,,PS,,30.0
Maine Media College,ME,2,1,,,,,PS,,0.0
Purdue University Northwest,IN,1,3,16287.0,8463.0,,48318.0,21229,0.4402,5786.0
Ross Medical Education Center-Portage,MI,3,1,,,22788.0,30060.0,9500,,94.0
Ross College-Canton,OH,3,2,,,32097.0,29898.0,9500,,344.0
Ross College-Grand Rapids North,MI,3,1,,,21770.0,30072.0,9500,,267.0
American Institute-Somerset,NJ,3,1,,,16629.0,28710.0,11979,,274.0
Platt College-Anaheim,CA,3,2,31348.0,,25680.0,40669.0,18685,0.6182,405.0
Advantage Career Institute,NJ,3,1,,,12869.0,,4856,,149.0
Bull City Durham Beauty and Barber College,NC,3,1,,,11417.0,,12179,,32.0
Fortis College-Cutler Bay,FL,3,2,33580.0,,26089.0,34726.0,13000,,358.0
Yeshiva Kollel Tifereth Elizer,NY,2,3,24728.0,,11588.0,,PS,0.8571,373.0
Strand Institute of Beauty & Esthetics,TX,3,1,,,27218.0,,7917,,71.0
Arkansas Welding Academy,AR,3,1,,,32263.0,,5500,,74.0
Unitech Training Academy-Baton Rouge,LA,3,1,,,22687.0,24707.0,8721,,85.0
Empire Beauty School-Tampa,FL,3,1,,,18774.0,23921.0,10667,,93.0
Empire Beauty School-Lakeland,FL,3,1,,,18028.0,23589.0,10231,,132.0
Galen College of Nursing-ARH,KY,3,2,34063.0,,22209.0,61480.0,24166,,424.0
The Chicago School at San Diego,CA,2,3,,,,56899.0,20000,,5.0
Commercial Divers International,AZ,3,1,,,34714.0,,PS,,47.0
Tricoci University of Beauty Culture-Janesville,WI,3,1,,,13832.0,23149.0,9333,,102.0
Unlimited Cosmetology School,MS,3,1,,,18963.0,,PS,,26.0
Johnny Matthew's Hairdressing Training School,OR,3,1,,,25124.0,,8297,,59.0
The Culinary School of Fort Worth,TX,3,1,,,23861.0,,9500,,69.0
Centralia Beauty College,WA,3,1,,,8004.0,,PS,,88.0
University of Wisconsin-Milwaukee Flex,WI,1,3,,,,54990.0,23000,,570.0
University of Wisconsin-Parkside Flex,WI,1,3,,,,51129.0,20492,,143.0
Miller-Motte College-STVT-Arlington,TX,3,1,,,24094.0,31102.0,15917,,174.0
Bnos Zion Of Bobov Seminary,NY,2,1,15743.0,,7706.0,,PS,,142.0
ABC Adult School,CA,1,1,,16096.0,,,PS,,185.0
Polytech Adult Education,DE,1,1,,,,,PS,,631.0
California Institute of Medical Science,CA,3,1,,,,,6670,,36.0
Union Bible College,IN,2,1,15351.0,,7187.0,,PS,0.3636,155.0
Pets Playground Grooming School,FL,3,1,,,,,PS,,18.0
San Bernardino Beauty College,CA,3,1,,,21011.0,,PS,,77.0
Christina and Company Education Center,IN,3,1,,,11682.0,,PS,,32.0
Institute of Medical Ultrasound,GA,3,1,58558.0,,53558.0,,20000,,29.0
Mystros Barber Academy,TX,2,1,,,,,PS,,14.0
European Medical School of Massage,PA,3,1,,,27824.0,,PS,,23.0
Yeshiva Gedolah Tiferes Boruch,NJ,2,3,15300.0,,7240.0,,PS,0.0,70.0
Yeshiva Chemdas Hatorah,NJ,2,2,19517.0,,9827.0,,PS,0.7059,79.0
Women's Institute of Torah Seminary and College,MD,2,3,29600.0,,11230.0,,PS,1.0,141.0
Yeshiva Gedolah Keren Hatorah,NJ,2,2,15350.0,,6103.0,,PS,0.6829,189.0
ICOHS College,CA,2,1,,,58899.0,,6658,,215.0
Neo-Esthetique European Institute,PR,3,1,,,7064.0,,PS,,137.0
Lehigh Valley Barber School,PA,3,1,,,14398.0,,11979,,53.0
International Barber College,AZ,3,1,,,17929.0,,PS,,30.0
Brown Beauty Barber School,AL,3,1,,,19971.0,,9833,,54.0
Rexburg College of Massage Therapy,ID,3,1,,,,,PS,,59.0
Yeshiva Gedolah of Cliffwood,NJ,2,3,,,,,PS,0.1053,53.0
Goshen School of Cosmetology,MS,3,1,,,13439.0,,11000,,27.0
IBS School of Cosmetology and Massage,HI,3,1,,,7688.0,,PS,,64.0
UR Beauty & Barber Academy,FL,3,1,,,12575.0,,13000,,24.0
Urban Barber College,CA,3,1,,,24828.0,,12365,,163.0
Yeshivas Emek Hatorah,NJ,2,3,15550.0,,6055.0,,PS,0.0435,93.0
Transitions Career Institute School of Nursing,NY,3,1,,,37725.0,,11366,,182.0
Wilton Simpson Technical College,FL,1,1,,12233.0,,,PS,,114.0
Stacey James Institute,CO,3,1,,,16707.0,,6333,,68.0
Meridian University,CA,3,4,,,,,,,
Seminary Bnos Chaim,NJ,2,1,22008.0,,14880.0,,PS,,177.0
Avenue Academy A Cosmetology Institute,NM,3,1,,,14819.0,,6333,,97.0
Salon Professional Academy of San Antonio,TX,3,1,,,15641.0,,7917,,114.0
Red Lake Nation College,MN,1,2,13220.0,8618.0,,,PS,,256.0
Princess Institute of Beauty,CA,3,1,,,12151.0,,8095,,41.0
Vogue International Academy,TX,3,1,,,19160.0,,PS,,9.0
Independent Training & Apprenticeship Program,CA,3,1,,,22276.0,,PS,,102.0
Victory Career College,CA,3,1,,,19436.0,,6333,,97.0
Winonah's International School of Cosmetology,AL,3,1,,,12675.0,,9500,,110.0
Yeshiva Gedola Tiferes Yerachmiel,NJ,2,2,14750.0,,7820.0,,PS,0.8824,172.0
Southeastern Esthetics Institute,SC,3,1,,,16467.0,,6333,,318.0
Installer Institute,FL,3,1,,,24928.0,,PS,,14.0
Caris College,IN,3,1,,,17866.0,,8708,,189.0
Contra Costa Medical Career College,CA,3,1,,,,,6333,,337.0
Another Level Barbering and Cosmetology School,VA,3,1,,,8773.0,,11833,,77.0
The Salon Professional Academy-Georgetown,TX,3,1,,,16327.0,,PS,,72.0
Elite Academy of Hair Design,OH,3,1,,,13208.0,,6837,,84.0
Americare Technical School,IL,3,1,47827.0,,44843.0,,,,28.0
Champion Christian College,AR,2,3,20376.0,,15220.0,,PS,,128.0
Chicago Professional Center,IL,3,1,,,,,,,92.0
D&S School of Cosmetology,MI,3,1,,,10082.0,,PS,,3.0
DSDT,MI,3,1,,,25919.0,,6333,,202.0
Elite Beauty College,OK,3,1,,,8202.0,,,,16.0
Reiss-Davis Graduate School,CA,2,4,,,,,,,
GoodFellas Barber College,AR,3,1,,,18027.0,,16500,,34.0
Escondido Adult School,CA,1,1,,,,,,,195.0
Poway Adult School,CA,1,1,,,,,,,153.0
Vista Adult School,CA,1,1,,,,,,,127.0
The Salon Professional Academy-Delray Beach,FL,3,1,,,28167.0,16515.0,7528,,32.0
No Grease Barber School,NC,3,1,,,19563.0,,12179,,15.0
Pima Medical Institute-San Marcos,CA,3,1,,,29950.0,38673.0,9500,,630.0
EDP University of Puerto Rico-Villalba,PR,2,2,14835.0,,8121.0,22844.0,14000,0.3636,281.0
The Chicago School at Dallas,TX,2,4,,,,56899.0,20000,,4.0
American Massage & Bodywork Institute,VA,3,1,,,23031.0,,7389,,105.0
KCK Beauty & Barber Academy,FL,3,1,,,18914.0,,PS,,33.0
California College of Barbering and Cosmetology,CA,3,1,,,15580.0,,6333,,272.0
Texas Tech University Health Sciences Center-El Paso,TX,1,3,,,,,12500,,235.0
Ponce Health Sciences University-Centro Universitario de San Juan,PR,3,4,,,,,PS,,
The College of Health Care Professions-South San Antonio,TX,3,1,,,26663.0,33070.0,9500,,390.0
Innovate Salon Academy,NJ,3,1,,,30319.0,,6333,,153.0
Chamberlain University-Louisiana,LA,3,3,41617.0,,36972.0,92405.0,20919,,516.0
Drury University-College of Continuing Professional Studies,MO,2,3,19985.0,,13375.0,40694.0,20979,0.3208,694.0
Global Medical & Technical Training Institute,FL,3,1,,,33927.0,,8709,,524.0
Salon Success Academy-West Covina,CA,3,1,,,16649.0,26956.0,7177,,82.0
Indiana Institute of Technology-College of Professional Studies,IN,2,3,24563.0,,19086.0,47327.0,26391,,2446.0
Advantage Technical College,PR,3,1,,,3848.0,26905.0,PS,,283.0
Institute of Culinary Education,CA,3,1,,,,47865.0,6439,,452.0
Universal Technical Institute-Bloomfield,NJ,3,1,,,26052.0,51222.0,14267,,1200.0
Gould's Academy,TN,3,1,,,17964.0,,7767,,177.0
Urban Academy of Beauty,NM,3,1,,,,33273.0,10556,,0.0
WellSpring School of Allied Health-Springfield,MO,3,1,,,14903.0,29839.0,7917,,79.0
Medical Career College of Northern California,CA,3,1,31864.0,,28047.0,,PS,,10.0
Premiere International College,FL,3,2,,,,,,,106.0
San Diego Global Knowledge University,CA,3,1,,,,,,,98.0
Global Tech College,OH,3,1,15497.0,,8602.0,,PS,,63.0
Crown Cutz Academy Bristol,VA,3,1,,,11149.0,,PS,,32.0
McAllen Careers Institute,TX,3,1,,,21615.0,,9500,,117.0
Central Pennsylvania Diesel Institute,PA,3,1,,,20363.0,,PS,,22.0
Bellasa Professional Institute,FL,3,1,,,,,,,90.0
PMCA Pittsburgh Multicultural Cosmetology Academy,PA,3,1,,,15994.0,,PS,,16.0
Health and Technology Training Institute,PA,2,1,,,24653.0,,PS,,57.0
Yeshiva of Ocean,NY,2,2,14550.0,,7784.0,,PS,0.6667,57.0
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,2,3,25625.0,,8602.0,,PS,0.1228,169.0
Young Americans College of the Performing Arts,CA,2,2,37205.0,,32938.0,,PS,,16.0
Pro Beauty Academy,NJ,3,1,,,26278.0,,5500,,100.0
South Eastern Beauty Academy,KY,3,1,,,,,PS,,19.0
Ohel Margulia Seminary,NY,2,1,14900.0,,8002.0,,PS,,243.0
Montana Barber Institute,TX,3,1,,,19019.0,,PS,,16.0
Yeshivat Hechal Shemuel,NY,2,2,18180.0,,5800.0,,PS,0.8,65.0
Professional University Dr. Carlos J. Borrero Rios,PR,3,4,,,,,PS,,5.0
American Institute of Healthcare & Technology,CT,3,1,,,29865.0,,7125,,94.0
Premier Academy of Cosmetology,OK,3,1,,,17891.0,,PS,,40.0
Yeshiva Gedolah of Woodlake Village,NJ,2,2,14650.0,,6841.0,,PS,0.5,79.0
Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,2,2,19900.0,,10046.0,,PS,0.8333,69.0
Houston Barber School,TX,3,1,,,14760.0,,10667,,225.0
Health-Tech Institute of Memphis,TN,3,1,,,,,PS,,4.0
MIXED Institute of Cosmetology & Barber,CA,3,1,,,21829.0,,9833,,139.0
Vski Cosmetology School,SC,2,1,,,10524.0,,PS,,24.0
New York Seminary,NY,2,1,18500.0,,11077.0,,PS,,120.0
Deluxe Barber College,TX,3,1,,,19529.0,,6500,,103.0
Falcon Institute of Health and Science,PA,3,1,50989.0,,45181.0,,17083,,186.0
College Unbound,RI,2,3,26634.0,,19116.0,,12500,,398.0
Midwest Barber College,KS,3,1,,,18236.0,,PS,,32.0
A Better U Beauty Barber Academy,NM,3,1,,,18460.0,,PS,,52.0
SANS Technology Institute,MD,3,1,,,,,,,643.0
Tuana European Beauty Academy,CO,3,1,,,16967.0,,,,39.0
Idaho College of Osteopathic Medicine,ID,3,4,,,,,,,
